Lemma('long.a.01.long'): {'lemma': 'long', 'pos': 'ADJ', 'synset': Synset('long.a.01')}
Lemma('sacrament.n.01.sacrament'): {'lemma': 'sacrament', 'pos': 'NOUN', 'synset': Synset('sacrament.n.01')}
Lemma('crime.n.01.law-breaking'): {'lemma': 'law-breaking', 'pos': 'NOUN', 'synset': Synset('crime.n.01')}
Lemma('providential.s.03.divine'): {'lemma': 'divine', 'pos': 'ADJ', 'synset': Synset('providential.s.03')}
Lemma('instrument.n.03.instrument'): {'lemma': 'instrument', 'pos': 'NOUN', 'synset': Synset('instrument.n.03')}
Lemma('meddling.n.01.tampering'): {'lemma': 'tampering', 'pos': 'NOUN', 'synset': Synset('meddling.n.01')}
Lemma('consistency.n.01.body'): {'lemma': 'body', 'pos': 'NOUN', 'synset': Synset('consistency.n.01')}
Lemma('invention.n.01.conception'): {'lemma': 'conception', 'pos': 'NOUN', 'synset': Synset('invention.n.01')}
Lemma('explainable.s.01.interpretable'): {'lemma': 'interpretable', 'pos': 'ADJ', 'synset': Synset('explainable.s.01')}
Lemma('august.s.01.grand'): {'lemma': 'grand', 'pos': 'ADJ', 'synset': Synset('august.s.01')}
Lemma('excuse.v.03.explain'): {'lemma': 'explain', 'pos': 'VERB', 'synset': Synset('excuse.v.03')}
Lemma('primacy.n.01.primacy'): {'lemma': 'primacy', 'pos': 'NOUN', 'synset': Synset('primacy.n.01')}
Lemma('attempt.n.01.endeavor'): {'lemma': 'endeavor', 'pos': 'NOUN', 'synset': Synset('attempt.n.01')}
Lemma('logic.n.01.logic'): {'lemma': 'logic', 'pos': 'NOUN', 'synset': Synset('logic.n.01')}
Lemma('religiously.r.01.religiously'): {'lemma': 'religiously', 'pos': 'ADV', 'synset': Synset('religiously.r.01')}
Lemma('prompt.v.02.inspire'): {'lemma': 'inspire', 'pos': 'VERB', 'synset': Synset('prompt.v.02')}
Lemma('unify.v.01.unify'): {'lemma': 'unify', 'pos': 'VERB', 'synset': Synset('unify.v.01')}
Lemma('grouping.n.02.grouping'): {'lemma': 'grouping', 'pos': 'NOUN', 'synset': Synset('grouping.n.02')}
Lemma('totemic.a.01.totemic'): {'lemma': 'totemic', 'pos': 'ADJ', 'synset': Synset('totemic.a.01')}
Lemma('sect.n.01.sect'): {'lemma': 'sect', 'pos': 'NOUN', 'synset': Synset('sect.n.01')}
Lemma('dispersed.s.01.dispersed'): {'lemma': 'dispersed', 'pos': 'ADJ', 'synset': Synset('dispersed.s.01')}
Lemma('prevail.v.03.prevail'): {'lemma': 'prevail', 'pos': 'VERB', 'synset': Synset('prevail.v.03')}
Lemma('religious_doctrine.n.01.creed'): {'lemma': 'creed', 'pos': 'NOUN', 'synset': Synset('religious_doctrine.n.01')}
Lemma('symbolism.n.02.symbolism'): {'lemma': 'symbolism', 'pos': 'NOUN', 'synset': Synset('symbolism.n.02')}
Lemma('rite.n.01.rite'): {'lemma': 'rite', 'pos': 'NOUN', 'synset': Synset('rite.n.01')}
Lemma('fan.n.03.devotee'): {'lemma': 'devotee', 'pos': 'NOUN', 'synset': Synset('fan.n.03')}
Lemma('jointly.r.02.jointly'): {'lemma': 'jointly', 'pos': 'ADV', 'synset': Synset('jointly.r.02')}
Lemma('significantly.r.02.significantly'): {'lemma': 'significantly', 'pos': 'ADV', 'synset': Synset('significantly.r.02')}
Lemma('consecrated.s.02.sanctified'): {'lemma': 'sanctified', 'pos': 'ADJ', 'synset': Synset('consecrated.s.02')}
Lemma('confirm.v.02.reassert'): {'lemma': 'reassert', 'pos': 'VERB', 'synset': Synset('confirm.v.02')}
Lemma('adhere.v.01.adhere'): {'lemma': 'adhere', 'pos': 'VERB', 'synset': Synset('adhere.v.01')}
Lemma('denominationally.r.01.denominationally'): {'lemma': 'denominationally', 'pos': 'ADV', 'synset': Synset('denominationally.r.01')}
Lemma('semipublic.s.01.semipublic'): {'lemma': 'semipublic', 'pos': 'ADJ', 'synset': Synset('semipublic.s.01')}
Lemma('spatially.r.01.spatially'): {'lemma': 'spatially', 'pos': 'ADV', 'synset': Synset('spatially.r.01')}
Lemma('politically.r.02.politically'): {'lemma': 'politically', 'pos': 'ADV', 'synset': Synset('politically.r.02')}
Lemma('integration.n.01.integrating'): {'lemma': 'integrating', 'pos': 'NOUN', 'synset': Synset('integration.n.01')}
Lemma('ill.s.03.ill'): {'lemma': 'ill', 'pos': 'ADJ', 'synset': Synset('ill.s.03')}
Lemma('nationality.n.01.nationality'): {'lemma': 'nationality', 'pos': 'NOUN', 'synset': Synset('nationality.n.01')}
Lemma('sociability.n.01.sociability'): {'lemma': 'sociability', 'pos': 'NOUN', 'synset': Synset('sociability.n.01')}
Lemma('stabilizing.s.01.stabilizing'): {'lemma': 'stabilizing', 'pos': 'ADJ', 'synset': Synset('stabilizing.s.01')}
Lemma('anchor.n.02.anchor'): {'lemma': 'anchor', 'pos': 'NOUN', 'synset': Synset('anchor.n.02')}
Lemma('conservation.n.01.conservation'): {'lemma': 'conservation', 'pos': 'NOUN', 'synset': Synset('conservation.n.01')}
Lemma('obstacle.n.02.obstacle'): {'lemma': 'obstacle', 'pos': 'NOUN', 'synset': Synset('obstacle.n.02')}
Lemma('dissemination.n.02.diffusion'): {'lemma': 'diffusion', 'pos': 'NOUN', 'synset': Synset('dissemination.n.02')}
Lemma('longstanding.s.01.longstanding'): {'lemma': 'longstanding', 'pos': 'ADJ', 'synset': Synset('longstanding.s.01')}
Lemma('reliance.n.01.reliance'): {'lemma': 'reliance', 'pos': 'NOUN', 'synset': Synset('reliance.n.01')}
Lemma('sacred_text.n.01.sacred_writing'): {'lemma': 'sacred_writing', 'pos': 'NOUN', 'synset': Synset('sacred_text.n.01')}
Lemma('cultivation.n.01.cultivation'): {'lemma': 'cultivation', 'pos': 'NOUN', 'synset': Synset('cultivation.n.01')}
Lemma('harmony.n.03.harmony'): {'lemma': 'harmony', 'pos': 'NOUN', 'synset': Synset('harmony.n.03')}
Lemma('engine.n.02.engine'): {'lemma': 'engine', 'pos': 'NOUN', 'synset': Synset('engine.n.02')}
Lemma('vindication.n.01.vindication'): {'lemma': 'vindication', 'pos': 'NOUN', 'synset': Synset('vindication.n.01')}
Lemma('stimulate.v.04.energize'): {'lemma': 'energize', 'pos': 'VERB', 'synset': Synset('stimulate.v.04')}
Lemma('bonus.n.02.incentive'): {'lemma': 'incentive', 'pos': 'NOUN', 'synset': Synset('bonus.n.02')}
Lemma('beacon.n.03.beacon_light'): {'lemma': 'beacon_light', 'pos': 'NOUN', 'synset': Synset('beacon.n.03')}
Lemma('entice.v.01.lure'): {'lemma': 'lure', 'pos': 'VERB', 'synset': Synset('entice.v.01')}
Lemma('irresistible.a.01.irresistible'): {'lemma': 'irresistible', 'pos': 'ADJ', 'synset': Synset('irresistible.a.01')}
Lemma('crusade.n.02.Crusade'): {'lemma': 'crusade', 'pos': 'NOUN', 'synset': Synset('crusade.n.02')}
Lemma('insuperable.s.01.insuperable'): {'lemma': 'insuperable', 'pos': 'ADJ', 'synset': Synset('insuperable.s.01')}
Lemma('reward.n.03.reward'): {'lemma': 'reward', 'pos': 'NOUN', 'synset': Synset('reward.n.03')}
Lemma('motivative.s.01.motivating'): {'lemma': 'motivating', 'pos': 'ADJ', 'synset': Synset('motivative.s.01')}
Lemma('comply.v.01.abide_by'): {'lemma': 'abide_by', 'pos': 'VERB', 'synset': Synset('comply.v.01')}
Lemma('works.n.03.works'): {'lemma': 'works', 'pos': 'NOUN', 'synset': Synset('works.n.03')}
Lemma('social_control.n.01.social_control'): {'lemma': 'social_control', 'pos': 'NOUN', 'synset': Synset('social_control.n.01')}
Lemma('dictate.n.02.dictate'): {'lemma': 'dictate', 'pos': 'NOUN', 'synset': Synset('dictate.n.02')}
Lemma('binding.s.01.binding'): {'lemma': 'binding', 'pos': 'ADJ', 'synset': Synset('binding.s.01')}
Lemma('prescription.n.01.prescription'): {'lemma': 'prescription', 'pos': 'NOUN', 'synset': Synset('prescription.n.01')}
Lemma('place.v.11.put'): {'lemma': 'put', 'pos': 'VERB', 'synset': Synset('place.v.11')}
Lemma('garter_snake.n.01.garter_snake'): {'lemma': 'garter_snake', 'pos': 'NOUN', 'synset': Synset('garter_snake.n.01')}
Lemma('ribbon_snake.n.01.ribbon_snake'): {'lemma': 'ribbon_snake', 'pos': 'NOUN', 'synset': Synset('ribbon_snake.n.01')}
Lemma('thamnophis.n.01.Thamnophis'): {'lemma': 'thamnophis', 'pos': 'NOUN', 'synset': Synset('thamnophis.n.01')}
Lemma('big.s.13.gravid'): {'lemma': 'gravid', 'pos': 'ADJ', 'synset': Synset('big.s.13')}
Lemma('reticulate.a.01.reticulate'): {'lemma': 'reticulate', 'pos': 'ADJ', 'synset': Synset('reticulate.a.01')}
Lemma('python.n.01.python'): {'lemma': 'python', 'pos': 'NOUN', 'synset': Synset('python.n.01')}
Lemma('tropical.s.01.tropical'): {'lemma': 'tropical', 'pos': 'ADJ', 'synset': Synset('tropical.s.01')}
Lemma('giant.n.01.giant'): {'lemma': 'giant', 'pos': 'NOUN', 'synset': Synset('giant.n.01')}
Lemma('captive.s.01.captive'): {'lemma': 'captive', 'pos': 'ADJ', 'synset': Synset('captive.s.01')}
Lemma('generalization.n.01.generalization'): {'lemma': 'generalization', 'pos': 'NOUN', 'synset': Synset('generalization.n.01')}
Lemma('boa_constrictor.n.01.boa_constrictor'): {'lemma': 'boa_constrictor', 'pos': 'NOUN', 'synset': Synset('boa_constrictor.n.01')}
Lemma('anaconda.n.01.anaconda'): {'lemma': 'anaconda', 'pos': 'NOUN', 'synset': Synset('anaconda.n.01')}
Lemma('bare.s.02.scanty'): {'lemma': 'scanty', 'pos': 'ADJ', 'synset': Synset('bare.s.02')}
Lemma('lend.v.01.lend'): {'lemma': 'lend', 'pos': 'VERB', 'synset': Synset('lend.v.01')}
Lemma('amethystine_python.n.01.amethystine_python'): {'lemma': 'amethystine_python', 'pos': 'NOUN', 'synset': Synset('amethystine_python.n.01')}
Lemma('indian_python.n.01.Indian_python'): {'lemma': 'indian_python', 'pos': 'NOUN', 'synset': Synset('indian_python.n.01')}
Lemma('quadrupling.n.01.quadrupling'): {'lemma': 'quadrupling', 'pos': 'NOUN', 'synset': Synset('quadrupling.n.01')}
Lemma('rock_python.n.01.rock_python'): {'lemma': 'rock_python', 'pos': 'NOUN', 'synset': Synset('rock_python.n.01')}
Lemma('captivity.n.01.captivity'): {'lemma': 'captivity', 'pos': 'NOUN', 'synset': Synset('captivity.n.01')}
Lemma('overestimate.n.01.overestimation'): {'lemma': 'overestimation', 'pos': 'NOUN', 'synset': Synset('overestimate.n.01')}
Lemma('captive.n.02.captive'): {'lemma': 'captive', 'pos': 'NOUN', 'synset': Synset('captive.n.02')}
Lemma('mate.n.03.mate'): {'lemma': 'mate', 'pos': 'NOUN', 'synset': Synset('mate.n.03')}
Lemma('growth_rate.n.01.rate_of_growth'): {'lemma': 'rate_of_growth', 'pos': 'NOUN', 'synset': Synset('growth_rate.n.01')}
Lemma('amply.r.01.amply'): {'lemma': 'amply', 'pos': 'ADV', 'synset': Synset('amply.r.01')}
Lemma('dearth.n.02.paucity'): {'lemma': 'paucity', 'pos': 'NOUN', 'synset': Synset('dearth.n.02')}
Lemma('mature.v.01.mature'): {'lemma': 'mature', 'pos': 'VERB', 'synset': Synset('mature.v.01')}
Lemma('lined_snake.n.01.lined_snake'): {'lemma': 'lined_snake', 'pos': 'NOUN', 'synset': Synset('lined_snake.n.01')}
Lemma('tropidoclonion.n.01.Tropidoclonion'): {'lemma': 'tropidoclonion', 'pos': 'NOUN', 'synset': Synset('tropidoclonion.n.01')}
Lemma('red-bellied_snake.n.01.red-bellied_snake'): {'lemma': 'red-bellied_snake', 'pos': 'NOUN', 'synset': Synset('red-bellied_snake.n.01')}
Lemma('storeria.n.01.Storeria'): {'lemma': 'storeria', 'pos': 'NOUN', 'synset': Synset('storeria.n.01')}
Lemma('water_moccasin.n.01.cottonmouth'): {'lemma': 'cottonmouth', 'pos': 'NOUN', 'synset': Synset('water_moccasin.n.01')}
Lemma('agkistrodon.n.01.Ancistrodon'): {'lemma': 'ancistrodon', 'pos': 'NOUN', 'synset': Synset('agkistrodon.n.01')}
Lemma('herpetologist.n.01.herpetologist'): {'lemma': 'herpetologist', 'pos': 'NOUN', 'synset': Synset('herpetologist.n.01')}
Lemma('prairie_rattlesnake.n.01.prairie_rattlesnake'): {'lemma': 'prairie_rattlesnake', 'pos': 'NOUN', 'synset': Synset('prairie_rattlesnake.n.01')}
Lemma('give_birth.v.01.give_birth'): {'lemma': 'give_birth', 'pos': 'VERB', 'synset': Synset('give_birth.v.01')}
Lemma('annually.r.01.annually'): {'lemma': 'annually', 'pos': 'ADV', 'synset': Synset('annually.r.01')}
Lemma('freak.n.01.monster'): {'lemma': 'monster', 'pos': 'NOUN', 'synset': Synset('freak.n.01')}
Lemma('preserved.a.02.preserved'): {'lemma': 'preserved', 'pos': 'ADJ', 'synset': Synset('preserved.a.02')}
Lemma('perceptibly.r.01.noticeably'): {'lemma': 'noticeably', 'pos': 'ADV', 'synset': Synset('perceptibly.r.01')}
Lemma('stretching.n.01.stretching'): {'lemma': 'stretching', 'pos': 'NOUN', 'synset': Synset('stretching.n.01')}
Lemma('unscrupulous.a.01.unscrupulous'): {'lemma': 'unscrupulous', 'pos': 'ADJ', 'synset': Synset('unscrupulous.a.01')}
Lemma('pitfall.n.01.pitfall'): {'lemma': 'pitfall', 'pos': 'NOUN', 'synset': Synset('pitfall.n.01')}
Lemma('fly_in_the_ointment.n.01.fly_in_the_ointment'): {'lemma': 'fly_in_the_ointment', 'pos': 'NOUN', 'synset': Synset('fly_in_the_ointment.n.01')}
Lemma('stray.v.02.err'): {'lemma': 'err', 'pos': 'VERB', 'synset': Synset('stray.v.02')}
Lemma('in-person.s.01.in_the_flesh'): {'lemma': 'in_the_flesh', 'pos': 'ADJ', 'synset': Synset('in-person.s.01')}
Lemma('virtually.r.01.virtually'): {'lemma': 'virtually', 'pos': 'ADV', 'synset': Synset('virtually.r.01')}
Lemma('reasonable.a.01.sensible'): {'lemma': 'sensible', 'pos': 'ADJ', 'synset': Synset('reasonable.a.01')}
Lemma('hoop_snake.n.01.hoop_snake'): {'lemma': 'hoop_snake', 'pos': 'NOUN', 'synset': Synset('hoop_snake.n.01')}
Lemma('connect.v.03.join'): {'lemma': 'join', 'pos': 'VERB', 'synset': Synset('connect.v.03')}
Lemma('ghost.n.01.ghost'): {'lemma': 'ghost', 'pos': 'NOUN', 'synset': Synset('ghost.n.01')}
Lemma('pile_up.v.02.pile_up'): {'lemma': 'pile_up', 'pos': 'VERB', 'synset': Synset('pile_up.v.02')}
Lemma('glass_lizard.n.01.joint_snake'): {'lemma': 'joint_snake', 'pos': 'NOUN', 'synset': Synset('glass_lizard.n.01')}
Lemma('thirteenth.s.01.thirteenth'): {'lemma': 'thirteenth', 'pos': 'ADJ', 'synset': Synset('thirteenth.s.01')}
Lemma('by_the_piece.r.01.one_by_one'): {'lemma': 'one_by_one', 'pos': 'ADV', 'synset': Synset('by_the_piece.r.01')}
Lemma('as_far_as_possible.r.01.as_far_as_possible'): {'lemma': 'as_far_as_possible', 'pos': 'ADV', 'synset': Synset('as_far_as_possible.r.01')}
Lemma('amplification.n.01.amplification'): {'lemma': 'amplification', 'pos': 'NOUN', 'synset': Synset('amplification.n.01')}
Lemma('doddering.s.01.senile'): {'lemma': 'senile', 'pos': 'ADJ', 'synset': Synset('doddering.s.01')}
Lemma('twenty-eight.n.01.twenty-eight'): {'lemma': 'twenty-eight', 'pos': 'NOUN', 'synset': Synset('twenty-eight.n.01')}
Lemma('extreme_point.n.01.extreme'): {'lemma': 'extreme', 'pos': 'NOUN', 'synset': Synset('extreme_point.n.01')}
Lemma('orinoco.n.01.Orinoco'): {'lemma': 'orinoco', 'pos': 'NOUN', 'synset': Synset('orinoco.n.01')}
Lemma('estuary.n.01.estuary'): {'lemma': 'estuary', 'pos': 'NOUN', 'synset': Synset('estuary.n.01')}
Lemma('bony.s.01.emaciated'): {'lemma': 'emaciated', 'pos': 'ADJ', 'synset': Synset('bony.s.01')}
Lemma('subspecies.n.01.subspecies'): {'lemma': 'subspecies', 'pos': 'NOUN', 'synset': Synset('subspecies.n.01')}
Lemma('column_inch.n.01.inch'): {'lemma': 'inch', 'pos': 'NOUN', 'synset': Synset('column_inch.n.01')}
Lemma('suggest.v.03.intimate'): {'lemma': 'intimate', 'pos': 'VERB', 'synset': Synset('suggest.v.03')}
Lemma('easterly.s.01.eastern'): {'lemma': 'eastern', 'pos': 'ADJ', 'synset': Synset('easterly.s.01')}
Lemma('petroleum_geologist.n.01.petroleum_geologist'): {'lemma': 'petroleum_geologist', 'pos': 'NOUN', 'synset': Synset('petroleum_geologist.n.01')}
Lemma('colombian.a.01.Colombian'): {'lemma': 'colombian', 'pos': 'ADJ', 'synset': Synset('colombian.a.01')}
Lemma('collate.v.01.collate'): {'lemma': 'collate', 'pos': 'VERB', 'synset': Synset('collate.v.01')}
Lemma('central_american.a.01.Central_American'): {'lemma': 'central_american', 'pos': 'ADJ', 'synset': Synset('central_american.a.01')}
Lemma('laying.n.01.laying'): {'lemma': 'laying', 'pos': 'NOUN', 'synset': Synset('laying.n.01')}
Lemma('brooding.n.01.brooding'): {'lemma': 'brooding', 'pos': 'NOUN', 'synset': Synset('brooding.n.01')}
Lemma('hatch.n.01.hatching'): {'lemma': 'hatching', 'pos': 'NOUN', 'synset': Synset('hatch.n.01')}
Lemma('parturition.n.01.birth'): {'lemma': 'birth', 'pos': 'NOUN', 'synset': Synset('parturition.n.01')}
Lemma('sexual_activity.n.01.sexual_activity'): {'lemma': 'sexual_activity', 'pos': 'NOUN', 'synset': Synset('sexual_activity.n.01')}
Lemma('measure.v.03.measure'): {'lemma': 'measure', 'pos': 'VERB', 'synset': Synset('measure.v.03')}
Lemma('snout.n.01.snout'): {'lemma': 'snout', 'pos': 'NOUN', 'synset': Synset('snout.n.01')}
Lemma('vent.n.02.vent'): {'lemma': 'vent', 'pos': 'NOUN', 'synset': Synset('vent.n.02')}
Lemma('gas_lamp.n.01.gas_lamp'): {'lemma': 'gas_lamp', 'pos': 'NOUN', 'synset': Synset('gas_lamp.n.01')}
Lemma('pretension.n.01.pretence'): {'lemma': 'pretence', 'pos': 'NOUN', 'synset': Synset('pretension.n.01')}
Lemma('prescription_drug.n.01.prescription'): {'lemma': 'prescription', 'pos': 'NOUN', 'synset': Synset('prescription_drug.n.01')}
Lemma('pharmacist.n.01.chemist'): {'lemma': 'chemist', 'pos': 'NOUN', 'synset': Synset('pharmacist.n.01')}
Lemma('errand.n.01.errand'): {'lemma': 'errand', 'pos': 'NOUN', 'synset': Synset('errand.n.01')}
Lemma('fill.v.01.fill_up'): {'lemma': 'fill_up', 'pos': 'VERB', 'synset': Synset('fill.v.01')}
Lemma('loom.v.02.loom'): {'lemma': 'loom', 'pos': 'VERB', 'synset': Synset('loom.v.02')}
Lemma('gentry.n.01.gentry'): {'lemma': 'gentry', 'pos': 'NOUN', 'synset': Synset('gentry.n.01')}
Lemma('clump.v.03.clomp'): {'lemma': 'clomp', 'pos': 'VERB', 'synset': Synset('clump.v.03')}
Lemma('stoop.n.01.stoop'): {'lemma': 'stoop', 'pos': 'NOUN', 'synset': Synset('stoop.n.01')}
Lemma('doorbell.n.01.doorbell'): {'lemma': 'doorbell', 'pos': 'NOUN', 'synset': Synset('doorbell.n.01')}
Lemma('good_friday.n.01.Good_Friday'): {'lemma': 'good_friday', 'pos': 'NOUN', 'synset': Synset('good_friday.n.01')}
Lemma('synchronize.v.01.synchronize'): {'lemma': 'synchronize', 'pos': 'VERB', 'synset': Synset('synchronize.v.01')}
Lemma('break.v.10.stop'): {'lemma': 'stop', 'pos': 'VERB', 'synset': Synset('break.v.10')}
Lemma('discouragement.n.01.dismay'): {'lemma': 'dismay', 'pos': 'NOUN', 'synset': Synset('discouragement.n.01')}
Lemma('appalling.s.01.appalling'): {'lemma': 'appalling', 'pos': 'ADJ', 'synset': Synset('appalling.s.01')}
Lemma('lumber.v.01.lumber'): {'lemma': 'lumber', 'pos': 'VERB', 'synset': Synset('lumber.v.01')}
Lemma('made.s.01.made'): {'lemma': 'made', 'pos': 'ADJ', 'synset': Synset('made.s.01')}
Lemma('congress_boot.n.01.congress_gaiter'): {'lemma': 'congress_gaiter', 'pos': 'NOUN', 'synset': Synset('congress_boot.n.01')}
Lemma('brogan.n.01.clodhopper'): {'lemma': 'clodhopper', 'pos': 'NOUN', 'synset': Synset('brogan.n.01')}
Lemma('footstep.n.02.footstep'): {'lemma': 'footstep', 'pos': 'NOUN', 'synset': Synset('footstep.n.02')}
Lemma('run_into.v.02.run_into'): {'lemma': 'run_into', 'pos': 'VERB', 'synset': Synset('run_into.v.02')}
Lemma('personally.r.04.in_person'): {'lemma': 'in_person', 'pos': 'ADV', 'synset': Synset('personally.r.04')}
Lemma('mime.n.02.pantomime'): {'lemma': 'pantomime', 'pos': 'NOUN', 'synset': Synset('mime.n.02')}
Lemma('elder.s.01.elder'): {'lemma': 'elder', 'pos': 'ADJ', 'synset': Synset('elder.s.01')}
Lemma('mean.v.01.intend'): {'lemma': 'intend', 'pos': 'VERB', 'synset': Synset('mean.v.01')}
Lemma('extract.v.01.pull_out'): {'lemma': 'pull_out', 'pos': 'VERB', 'synset': Synset('extract.v.01')}
Lemma('misfire.v.01.misfire'): {'lemma': 'misfire', 'pos': 'VERB', 'synset': Synset('misfire.v.01')}
Lemma('blow.n.02.blow'): {'lemma': 'blow', 'pos': 'NOUN', 'synset': Synset('blow.n.02')}
Lemma('exultantly.r.01.exultantly'): {'lemma': 'exultantly', 'pos': 'ADV', 'synset': Synset('exultantly.r.01')}
Lemma('puzzle_over.v.01.puzzle_over'): {'lemma': 'puzzle_over', 'pos': 'VERB', 'synset': Synset('puzzle_over.v.01')}
Lemma('methodical.s.01.methodical'): {'lemma': 'methodical', 'pos': 'ADJ', 'synset': Synset('methodical.s.01')}
Lemma('sickroom.n.01.sickroom'): {'lemma': 'sickroom', 'pos': 'NOUN', 'synset': Synset('sickroom.n.01')}
Lemma('slash.v.03.slash'): {'lemma': 'slash', 'pos': 'VERB', 'synset': Synset('slash.v.03')}
Lemma('hope.v.03.go_for'): {'lemma': 'go_for', 'pos': 'VERB', 'synset': Synset('hope.v.03')}
Lemma('hop_on.v.01.jump_on'): {'lemma': 'jump_on', 'pos': 'VERB', 'synset': Synset('hop_on.v.01')}
Lemma('chop.v.05.hack'): {'lemma': 'hack', 'pos': 'VERB', 'synset': Synset('chop.v.05')}
Lemma('nightgown.n.01.nightdress'): {'lemma': 'nightdress', 'pos': 'NOUN', 'synset': Synset('nightgown.n.01')}
Lemma('run_off.v.02.run_out'): {'lemma': 'run_out', 'pos': 'VERB', 'synset': Synset('run_off.v.02')}
Lemma('clammy.s.01.clammy'): {'lemma': 'clammy', 'pos': 'ADJ', 'synset': Synset('clammy.s.01')}
Lemma('animate.v.04.revive'): {'lemma': 'revive', 'pos': 'VERB', 'synset': Synset('animate.v.04')}
Lemma('spur.v.04.spur'): {'lemma': 'spur', 'pos': 'VERB', 'synset': Synset('spur.v.04')}
Lemma('for_sure.s.01.for_sure'): {'lemma': 'for_sure', 'pos': 'ADJ', 'synset': Synset('for_sure.s.01')}
Lemma('notch.n.01.notch'): {'lemma': 'notch', 'pos': 'NOUN', 'synset': Synset('notch.n.01')}
Lemma('disheveled.s.01.tousled'): {'lemma': 'tousled', 'pos': 'ADJ', 'synset': Synset('disheveled.s.01')}
Lemma('bear.n.01.bear'): {'lemma': 'bear', 'pos': 'NOUN', 'synset': Synset('bear.n.01')}
Lemma('comfort.v.01.soothe'): {'lemma': 'soothe', 'pos': 'VERB', 'synset': Synset('comfort.v.01')}
Lemma('award.n.02.honour'): {'lemma': 'honour', 'pos': 'NOUN', 'synset': Synset('award.n.02')}
Lemma('point.n.14.spot'): {'lemma': 'spot', 'pos': 'NOUN', 'synset': Synset('point.n.14')}
Lemma('practiced.s.02.practised'): {'lemma': 'practised', 'pos': 'ADJ', 'synset': Synset('practiced.s.02')}
Lemma('cheer.v.02.cheer'): {'lemma': 'cheer', 'pos': 'VERB', 'synset': Synset('cheer.v.02')}
Lemma('boo.v.01.boo'): {'lemma': 'boo', 'pos': 'VERB', 'synset': Synset('boo.v.01')}
Lemma('greenroom.n.01.greenroom'): {'lemma': 'greenroom', 'pos': 'NOUN', 'synset': Synset('greenroom.n.01')}
Lemma('disturbance.n.03.commotion'): {'lemma': 'commotion', 'pos': 'NOUN', 'synset': Synset('disturbance.n.03')}
Lemma('wing.n.03.wing'): {'lemma': 'wing', 'pos': 'NOUN', 'synset': Synset('wing.n.03')}
Lemma('box.n.02.box'): {'lemma': 'box', 'pos': 'NOUN', 'synset': Synset('box.n.02')}
Lemma('stun.v.01.stun'): {'lemma': 'stun', 'pos': 'VERB', 'synset': Synset('stun.v.01')}
Lemma('drug.v.01.drug'): {'lemma': 'drug', 'pos': 'VERB', 'synset': Synset('drug.v.01')}
Lemma('star.n.04.star'): {'lemma': 'star', 'pos': 'NOUN', 'synset': Synset('star.n.04')}
Lemma('soliloquy.n.01.monologue'): {'lemma': 'monologue', 'pos': 'NOUN', 'synset': Synset('soliloquy.n.01')}
Lemma('adoring.s.02.fond'): {'lemma': 'fond', 'pos': 'ADJ', 'synset': Synset('adoring.s.02')}
Lemma('smasher.n.02.mantrap'): {'lemma': 'mantrap', 'pos': 'NOUN', 'synset': Synset('smasher.n.02')}
Lemma('go_off.v.02.go_off'): {'lemma': 'go_off', 'pos': 'VERB', 'synset': Synset('go_off.v.02')}
Lemma('soundproof.s.01.soundproof'): {'lemma': 'soundproof', 'pos': 'ADJ', 'synset': Synset('soundproof.s.01')}
Lemma('billow.v.01.billow'): {'lemma': 'billow', 'pos': 'VERB', 'synset': Synset('billow.v.01')}
Lemma('strain.v.03.strain'): {'lemma': 'strain', 'pos': 'VERB', 'synset': Synset('strain.v.03')}
Lemma('bumble.v.03.falter'): {'lemma': 'falter', 'pos': 'VERB', 'synset': Synset('bumble.v.03')}
Lemma('stagily.r.01.theatrically'): {'lemma': 'theatrically', 'pos': 'ADV', 'synset': Synset('stagily.r.01')}
Lemma('drop_the_ball.v.01.blunder'): {'lemma': 'blunder', 'pos': 'VERB', 'synset': Synset('drop_the_ball.v.01')}
Lemma('benefit.n.03.benefit'): {'lemma': 'benefit', 'pos': 'NOUN', 'synset': Synset('benefit.n.03')}
Lemma('slaver.n.01.slave_dealer'): {'lemma': 'slave_dealer', 'pos': 'NOUN', 'synset': Synset('slaver.n.01')}
Lemma('hop.v.01.hop'): {'lemma': 'hop', 'pos': 'VERB', 'synset': Synset('hop.v.01')}
Lemma('gesture.n.02.motion'): {'lemma': 'motion', 'pos': 'NOUN', 'synset': Synset('gesture.n.02')}
Lemma('agitate.v.06.disturb'): {'lemma': 'disturb', 'pos': 'VERB', 'synset': Synset('agitate.v.06')}
Lemma('stir.v.02.shift'): {'lemma': 'shift', 'pos': 'VERB', 'synset': Synset('stir.v.02')}
Lemma('misinterpretation.n.01.mistaking'): {'lemma': 'mistaking', 'pos': 'NOUN', 'synset': Synset('misinterpretation.n.01')}
Lemma('indulgence.n.01.self-indulgence'): {'lemma': 'self-indulgence', 'pos': 'NOUN', 'synset': Synset('indulgence.n.01')}
Lemma('involuntary.a.01.involuntary'): {'lemma': 'involuntary', 'pos': 'ADJ', 'synset': Synset('involuntary.a.01')}
Lemma('panic.v.02.panic'): {'lemma': 'panic', 'pos': 'VERB', 'synset': Synset('panic.v.02')}
Lemma('give_way.v.03.give_way'): {'lemma': 'give_way', 'pos': 'VERB', 'synset': Synset('give_way.v.03')}
